cp_id,case_id,person_id,role,narrative
CP-1157,CASE-1052,PERSON-0205,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1158,CASE-0154,PERSON-0045,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Chennai under IPC 467/468/471.
CP-1159,CASE-0189,PERSON-0930,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1160,CASE-1207,PERSON-0580,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-1161,CASE-0210,PERSON-0674,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Raipur under IPC 392/397.
CP-1162,CASE-0535,PERSON-0562,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-1163,CASE-0352,PERSON-0617,WITNESS,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1164,CASE-0697,PERSON-0783,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Bilaspur under IPC 467/468/471.
CP-1165,CASE-1243,PERSON-0479,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Chennai under IPC 457/380.
CP-1166,CASE-0873,PERSON-0918,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1167,CASE-1105,PERSON-0279,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1168,CASE-1056,PERSON-0212,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1169,CASE-0653,PERSON-0449,SUSPECT,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1170,CASE-0694,PERSON-0265,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Nagpur under IT Act 66D / IPC 420.
CP-1171,CASE-0921,PERSON-0787,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Varanasi under IPC 420/406.
CP-1172,CASE-1010,PERSON-0835,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Raipur under IPC 323/325.
CP-1173,CASE-1206,PERSON-0588,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1174,CASE-0878,PERSON-0443,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1175,CASE-0244,PERSON-0495,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-1176,CASE-0126,PERSON-0443,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1177,CASE-0484,PERSON-0952,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Pune under IPC 379.
CP-1178,CASE-1062,PERSON-0829,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1179,CASE-0032,PERSON-0404,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1180,CASE-0771,PERSON-0584,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1181,CASE-0173,PERSON-0705,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1182,CASE-0370,PERSON-0260,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-1183,CASE-0716,PERSON-0366,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-1184,CASE-0327,PERSON-0119,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Chennai under IPC 420/406.
CP-1185,CASE-0750,PERSON-0046,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Pune under IPC 506.
CP-1186,CASE-1105,PERSON-0489,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1187,CASE-0543,PERSON-0445,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Ahmedabad under IPC 420/406.
CP-1188,CASE-0308,PERSON-0781,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1189,CASE-1071,PERSON-0697,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1190,CASE-0149,PERSON-0615,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1191,CASE-0671,PERSON-0612,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Raipur under IPC 506.
CP-1192,CASE-0936,PERSON-0804,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-1193,CASE-0081,PERSON-0601,WITNESS,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-1194,CASE-1095,PERSON-0822,REPORTING_PERSON,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1195,CASE-0550,PERSON-0271,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1196,CASE-1248,PERSON-0585,ACCUSED,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1197,CASE-1120,PERSON-0919,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1198,CASE-0325,PERSON-0160,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Durg under IPC 363/364A.
CP-1199,CASE-0678,PERSON-0848,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-1200,CASE-1240,PERSON-0739,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1201,CASE-0471,PERSON-0709,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-1202,CASE-0888,PERSON-0767,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-1203,CASE-0514,PERSON-0550,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
CP-1204,CASE-0267,PERSON-0336,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Ahmedabad under IPC 379.
CP-1205,CASE-0692,PERSON-0897,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Siliguri under IPC 302/120B.
CP-1206,CASE-1249,PERSON-0555,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Siliguri under IPC 467/468/471.
CP-1207,CASE-0136,PERSON-0693,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1208,CASE-0581,PERSON-0386,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Mumbai under IPC 363/364A.
CP-1209,CASE-1118,PERSON-0550,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1210,CASE-0074,PERSON-0742,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Howrah under IPC 363/364A.
CP-1211,CASE-0904,PERSON-0124,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Howrah under IPC 467/468/471.
CP-1212,CASE-0367,PERSON-0271,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Bilaspur under IPC 467/468/471.
CP-1213,CASE-0823,PERSON-0489,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Delhi under IPC 363/364A.
CP-1214,CASE-0979,PERSON-0231,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-1215,CASE-0383,PERSON-0057,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Surat under IPC 379.
CP-1216,CASE-0926,PERSON-0312,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Howrah under IPC 384/386.
CP-1217,CASE-0160,PERSON-0659,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1218,CASE-0945,PERSON-0537,WITNESS,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1219,CASE-1090,PERSON-0535,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Varanasi under IT Act 66D / IPC 420.
CP-1220,CASE-1110,PERSON-0184,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Kolkata under IPC 467/468/471.
CP-1221,CASE-1177,PERSON-0968,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-1222,CASE-1036,PERSON-0540,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Lucknow under IPC 420/406.
CP-1223,CASE-0316,PERSON-0888,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Howrah under IPC 457/380.
CP-1224,CASE-0656,PERSON-0559,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1225,CASE-0402,PERSON-0536,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Howrah under IPC 363/364A.
CP-1226,CASE-0079,PERSON-0840,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1227,CASE-1090,PERSON-0356,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Varanasi under IT Act 66D / IPC 420.
CP-1228,CASE-1074,PERSON-0031,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1229,CASE-0382,PERSON-0729,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Mumbai under IPC 457/380.
CP-1230,CASE-0487,PERSON-0408,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Lucknow under IT Act 66D / IPC 420.
CP-1231,CASE-0552,PERSON-0935,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-1232,CASE-0739,PERSON-0804,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Howrah under IPC 506.
CP-1233,CASE-0781,PERSON-0776,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Kolkata under IPC 379.
CP-1234,CASE-0680,PERSON-0733,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-1235,CASE-1166,PERSON-0070,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Bilaspur under IPC 384/386.
CP-1236,CASE-0256,PERSON-0202,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1237,CASE-1110,PERSON-0211,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Kolkata under IPC 467/468/471.
CP-1238,CASE-0702,PERSON-0903,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-1239,CASE-0550,PERSON-0288,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1240,CASE-1073,PERSON-0433,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1241,CASE-1216,PERSON-0434,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Delhi under IPC 363/364A.
CP-1242,CASE-0288,PERSON-0392,WITNESS,Subject of enquiry in Threat and Extortion Racket in Siliguri under IPC 384/386.
CP-1243,CASE-0603,PERSON-0221,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-1244,CASE-0506,PERSON-0680,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Ahmedabad under IPC 323/325.
CP-1245,CASE-1091,PERSON-0788,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1246,CASE-0552,PERSON-0839,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-1247,CASE-0456,PERSON-0918,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Lucknow under IPC 420/406.
CP-1248,CASE-1119,PERSON-0954,WITNESS,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1249,CASE-0212,PERSON-0379,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Surat under IT Act 66D / IPC 420.
CP-1250,CASE-0337,PERSON-0297,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1251,CASE-0672,PERSON-0222,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1252,CASE-0692,PERSON-0770,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Siliguri under IPC 302/120B.
CP-1253,CASE-0365,PERSON-0966,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Ahmedabad under IPC 363/364A.
CP-1254,CASE-0797,PERSON-0202,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Howrah under IPC 302/120B.
CP-1255,CASE-0352,PERSON-0444,WITNESS,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1256,CASE-0454,PERSON-0920,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1257,CASE-0456,PERSON-0382,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Lucknow under IPC 420/406.
CP-1258,CASE-1246,PERSON-0831,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Varanasi under IPC 302/120B.
CP-1259,CASE-0758,PERSON-0135,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1260,CASE-1034,PERSON-0139,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1261,CASE-0802,PERSON-0409,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Pune under IPC 457/380.
CP-1262,CASE-0053,PERSON-0692,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Lucknow under IPC 323/325.
CP-1263,CASE-1063,PERSON-0300,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-1264,CASE-1145,PERSON-0363,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Mumbai under IT Act 66D / IPC 420.
CP-1265,CASE-1250,PERSON-0359,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1266,CASE-0589,PERSON-0875,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-1267,CASE-0460,PERSON-0038,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Surat under IPC 302/120B.
CP-1268,CASE-0628,PERSON-0674,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Siliguri under IPC 363/364A.
CP-1269,CASE-0246,PERSON-0929,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Surat under IPC 363/364A.
CP-1270,CASE-1050,PERSON-0875,WITNESS,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-1271,CASE-0153,PERSON-0979,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1272,CASE-0986,PERSON-0644,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Durg under IPC 457/380.
CP-1273,CASE-0338,PERSON-0079,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1274,CASE-1069,PERSON-0884,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1275,CASE-0684,PERSON-0626,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Varanasi under IPC 457/380.
CP-1276,CASE-0552,PERSON-0843,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-1277,CASE-0177,PERSON-0889,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Varanasi under IPC 302/120B.
CP-1278,CASE-0431,PERSON-0434,ACCUSED,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1279,CASE-0181,PERSON-0364,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Delhi under IPC 363/364A.
CP-1280,CASE-0930,PERSON-0141,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-1281,CASE-0672,PERSON-0238,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1282,CASE-0444,PERSON-0777,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Varanasi under IPC 392/397.
CP-1283,CASE-0750,PERSON-0665,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Pune under IPC 506.
CP-1284,CASE-0860,PERSON-0518,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Bilaspur under IPC 467/468/471.
CP-1285,CASE-1075,PERSON-0130,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1286,CASE-0873,PERSON-0489,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1287,CASE-0094,PERSON-0047,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Chennai under IPC 457/380.
CP-1288,CASE-0545,PERSON-0897,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1289,CASE-0224,PERSON-0321,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Bilaspur under IPC 379.
CP-1290,CASE-0073,PERSON-0825,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Chennai under IPC 420/406.
CP-1291,CASE-0364,PERSON-0498,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Siliguri under IPC 506.
CP-1292,CASE-1084,PERSON-0155,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-1293,CASE-1212,PERSON-0567,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Pune under IPC 457/380.
CP-1294,CASE-1150,PERSON-0092,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Pune under IPC 363/364A.
CP-1295,CASE-0270,PERSON-0806,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Siliguri under IPC 363/364A.
CP-1296,CASE-0014,PERSON-0309,ACCUSED,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1297,CASE-0266,PERSON-0271,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-1298,CASE-1079,PERSON-0602,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Chennai under IPC 363/364A.
CP-1299,CASE-0824,PERSON-0197,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-1300,CASE-0678,PERSON-0601,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-1301,CASE-0853,PERSON-0090,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1302,CASE-1196,PERSON-0549,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1303,CASE-0922,PERSON-0582,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Pune under IPC 363/364A.
CP-1304,CASE-0573,PERSON-0336,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1305,CASE-0284,PERSON-0535,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1306,CASE-0692,PERSON-0553,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Siliguri under IPC 302/120B.
CP-1307,CASE-0573,PERSON-0585,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
