case_id,fir_number,offence_category,title,legal_section,year,location,district,police_station,status
CASE-1060,FIR-2023-1060,Cybercrime,Digital Identity Theft and Financial Scam at Varanasi,IT Act 66D / IPC 420,2023,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1061,FIR-2022-1061,Burglary,Nocturnal Commercial Burglary in Raipur,IPC 457/380,2022,Raipur,Raipur,Civil Lines,CLOSED
CASE-1062,FIR-2021-1062,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2021,Kolkata,Kolkata,Park Street,CLOSED
CASE-1063,FIR-2023-1063,Extortion,Threat and Extortion Racket in Mumbai,IPC 384/386,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1064,FIR-2022-1064,Criminal Intimidation,Intimidation and Witness Tampering at Raipur,IPC 506,2022,Raipur,Raipur,Civil Lines,CLOSED
CASE-1065,FIR-2022-1065,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1066,FIR-2024-1066,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2024,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-1067,FIR-2021-1067,Extortion,Threat and Extortion Racket in Chennai,IPC 384/386,2021,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1068,FIR-2022-1068,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2022,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-1069,FIR-2024-1069,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1070,FIR-2021-1070,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2021,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-1071,FIR-2024-1071,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2024,Pune,Pune,Shivajinagar,CLOSED
CASE-1072,FIR-2023-1072,Criminal Intimidation,Intimidation and Witness Tampering at Bilaspur,IPC 506,2023,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1073,FIR-2023-1073,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1074,FIR-2024-1074,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1075,FIR-2024-1075,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2024,Kolkata,Kolkata,Park Street,OPEN
CASE-1076,FIR-2024-1076,Assault,Physical Assault and Grievous Hurt Case at Ahmedabad,IPC 323/325,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1077,FIR-2021-1077,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2021,Kolkata,Kolkata,Ballygunge,OPEN
CASE-1078,FIR-2022-1078,Extortion,Threat and Extortion Racket in Mumbai,IPC 384/386,2022,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1079,FIR-2021-1079,Kidnapping,Kidnapping and Extortion Case at Chennai,IPC 363/364A,2021,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1080,FIR-2022-1080,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1081,FIR-2024-1081,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2024,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-1082,FIR-2023-1082,Assault,Physical Assault and Grievous Hurt Case at Raipur,IPC 323/325,2023,Raipur,Raipur,Civil Lines,CLOSED
CASE-1083,FIR-2021-1083,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2021,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1084,FIR-2023-1084,Cybercrime,Digital Identity Theft and Financial Scam at Durg,IT Act 66D / IPC 420,2023,Durg,Durg,Durg Sadar,OPEN
CASE-1085,FIR-2022-1085,Forgery,Forged Documentation and Property Fraud in Ahmedabad,IPC 467/468/471,2022,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1086,FIR-2021-1086,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2021,Kolkata,Kolkata,Park Street,CLOSED
CASE-1087,FIR-2023-1087,Forgery,Forged Documentation and Property Fraud in Howrah,IPC 467/468/471,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-1088,FIR-2022-1088,Forgery,Forged Documentation and Property Fraud in Pune,IPC 467/468/471,2022,Pune,Pune,Shivajinagar,CLOSED
CASE-1089,FIR-2024-1089,Forgery,Forged Documentation and Property Fraud in Nagpur,IPC 467/468/471,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1090,FIR-2022-1090,Cybercrime,Digital Identity Theft and Financial Scam at Varanasi,IT Act 66D / IPC 420,2022,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1091,FIR-2023-1091,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1092,FIR-2024-1092,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2024,Mumbai,Mumbai City,Colaba,CLOSED
CASE-1093,FIR-2024-1093,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1094,FIR-2023-1094,Forgery,Forged Documentation and Property Fraud in Ahmedabad,IPC 467/468/471,2023,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1095,FIR-2021-1095,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-1096,FIR-2022-1096,Burglary,Nocturnal Commercial Burglary in Siliguri,IPC 457/380,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1097,FIR-2022-1097,Extortion,Threat and Extortion Racket in Howrah,IPC 384/386,2022,Howrah,Howrah,Howrah Town,CLOSED
CASE-1098,FIR-2022-1098,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2022,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1099,FIR-2024-1099,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-1100,FIR-2023-1100,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1101,FIR-2022-1101,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-1102,FIR-2022-1102,Assault,Physical Assault and Grievous Hurt Case at Ahmedabad,IPC 323/325,2022,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1103,FIR-2024-1103,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1104,FIR-2024-1104,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2024,Kolkata,Kolkata,Ballygunge,OPEN
CASE-1105,FIR-2024-1105,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2024,Durg,Durg,Durg Sadar,OPEN
CASE-1106,FIR-2024-1106,Burglary,Nocturnal Commercial Burglary in Siliguri,IPC 457/380,2024,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1107,FIR-2022-1107,Kidnapping,Kidnapping and Extortion Case at Surat,IPC 363/364A,2022,Surat,Surat,Varachha,CLOSED
CASE-1108,FIR-2021-1108,Theft,Serial Asset and Vehicle Theft in Kolkata,IPC 379,2021,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-1109,FIR-2022-1109,Theft,Serial Asset and Vehicle Theft in Mumbai,IPC 379,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-1110,FIR-2024-1110,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2024,Kolkata,Kolkata,Ballygunge,OPEN
CASE-1111,FIR-2021-1111,Fraud,Commercial Fraud and Embezzlement Syndicate at Surat,IPC 420/406,2021,Surat,Surat,Varachha,OPEN
CASE-1112,FIR-2023-1112,Criminal Intimidation,Intimidation and Witness Tampering at Bilaspur,IPC 506,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1113,FIR-2024-1113,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2024,Kolkata,Kolkata,Park Street,OPEN
CASE-1114,FIR-2023-1114,Forgery,Forged Documentation and Property Fraud in Varanasi,IPC 467/468/471,2023,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1115,FIR-2023-1115,Cybercrime,Digital Identity Theft and Financial Scam at Chennai,IT Act 66D / IPC 420,2023,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1116,FIR-2024-1116,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2024,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1117,FIR-2022-1117,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2022,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-1118,FIR-2021-1118,Theft,Serial Asset and Vehicle Theft in Nagpur,IPC 379,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1119,FIR-2021-1119,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2021,Durg,Durg,Durg Sadar,OPEN
CASE-1120,FIR-2024-1120,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2024,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-1121,FIR-2021-1121,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2021,Durg,Durg,Durg Sadar,OPEN
CASE-1122,FIR-2024-1122,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2024,Kolkata,Kolkata,Park Street,CLOSED
CASE-1123,FIR-2023-1123,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2023,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-1124,FIR-2022-1124,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2022,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-1125,FIR-2023-1125,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2023,Mumbai,Mumbai City,Colaba,CLOSED
CASE-1126,FIR-2024-1126,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2024,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-1127,FIR-2023-1127,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2023,Delhi,East Delhi,Preet Vihar,OPEN
CASE-1128,FIR-2024-1128,Fraud,Commercial Fraud and Embezzlement Syndicate at Raipur,IPC 420/406,2024,Raipur,Raipur,Civil Lines,CLOSED
CASE-1129,FIR-2021-1129,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1130,FIR-2021-1130,Fraud,Commercial Fraud and Embezzlement Syndicate at Siliguri,IPC 420/406,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1131,FIR-2024-1131,Assault,Physical Assault and Grievous Hurt Case at Durg,IPC 323/325,2024,Durg,Durg,Durg Sadar,OPEN
CASE-1132,FIR-2022-1132,Criminal Intimidation,Intimidation and Witness Tampering at Nagpur,IPC 506,2022,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-1133,FIR-2024-1133,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-1134,FIR-2024-1134,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1135,FIR-2022-1135,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-1136,FIR-2022-1136,Forgery,Forged Documentation and Property Fraud in Durg,IPC 467/468/471,2022,Durg,Durg,Durg Sadar,CLOSED
CASE-1137,FIR-2023-1137,Murder,Targeted Homicide Investigation in Bilaspur,IPC 302/120B,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1138,FIR-2023-1138,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1139,FIR-2022-1139,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1140,FIR-2023-1140,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2023,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-1141,FIR-2021-1141,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2021,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1142,FIR-2022-1142,Theft,Serial Asset and Vehicle Theft in Chennai,IPC 379,2022,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-1143,FIR-2022-1143,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2022,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-1144,FIR-2024-1144,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1145,FIR-2022-1145,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-1146,FIR-2022-1146,Murder,Targeted Homicide Investigation in Bilaspur,IPC 302/120B,2022,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1147,FIR-2022-1147,Burglary,Nocturnal Commercial Burglary in Durg,IPC 457/380,2022,Durg,Durg,Durg Sadar,CLOSED
CASE-1148,FIR-2021-1148,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2021,Pune,Pune,Shivajinagar,CLOSED
CASE-1149,FIR-2021-1149,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2021,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1150,FIR-2021-1150,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2021,Pune,Pune,Shivajinagar,OPEN
CASE-1151,FIR-2022-1151,Theft,Serial Asset and Vehicle Theft in Bilaspur,IPC 379,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1152,FIR-2023-1152,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2023,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1153,FIR-2024-1153,Theft,Serial Asset and Vehicle Theft in Lucknow,IPC 379,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-1154,FIR-2023-1154,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1155,FIR-2022-1155,Assault,Physical Assault and Grievous Hurt Case at Raipur,IPC 323/325,2022,Raipur,Raipur,Civil Lines,OPEN
CASE-1156,FIR-2024-1156,Extortion,Threat and Extortion Racket in Chennai,IPC 384/386,2024,Chennai,Chennai,Flower Bazaar,OPEN
CASE-1157,FIR-2023-1157,Assault,Physical Assault and Grievous Hurt Case at Ahmedabad,IPC 323/325,2023,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-1158,FIR-2022-1158,Forgery,Forged Documentation and Property Fraud in Howrah,IPC 467/468/471,2022,Howrah,Howrah,Howrah Town,CLOSED
CASE-1159,FIR-2022-1159,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2022,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-1160,FIR-2024-1160,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1161,FIR-2023-1161,Kidnapping,Kidnapping and Extortion Case at Lucknow,IPC 363/364A,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-1162,FIR-2022-1162,Murder,Targeted Homicide Investigation in Lucknow,IPC 302/120B,2022,Lucknow,Lucknow,Hazratganj,OPEN
CASE-1163,FIR-2023-1163,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2023,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-1164,FIR-2021-1164,Extortion,Threat and Extortion Racket in Nagpur,IPC 384/386,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1165,FIR-2024-1165,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2024,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-1166,FIR-2023-1166,Extortion,Threat and Extortion Racket in Bilaspur,IPC 384/386,2023,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1167,FIR-2024-1167,Extortion,Threat and Extortion Racket in Nagpur,IPC 384/386,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1168,FIR-2022-1168,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2022,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1169,FIR-2023-1169,Fraud,Commercial Fraud and Embezzlement Syndicate at Bilaspur,IPC 420/406,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1170,FIR-2023-1170,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2023,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-1171,FIR-2023-1171,Kidnapping,Kidnapping and Extortion Case at Durg,IPC 363/364A,2023,Durg,Durg,Durg Sadar,OPEN
CASE-1172,FIR-2021-1172,Robbery,Armed Robbery Incident at Pune,IPC 392/397,2021,Pune,Pune,Shivajinagar,OPEN
CASE-1173,FIR-2021-1173,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,East Delhi,Preet Vihar,OPEN
CASE-1174,FIR-2021-1174,Kidnapping,Kidnapping and Extortion Case at Siliguri,IPC 363/364A,2021,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-1175,FIR-2024-1175,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2024,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1176,FIR-2024-1176,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1177,FIR-2024-1177,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-1178,FIR-2024-1178,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2024,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-1179,FIR-2023-1179,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1180,FIR-2023-1180,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1181,FIR-2023-1181,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2023,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-1182,FIR-2022-1182,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2022,Kolkata,Kolkata,Park Street,CLOSED
CASE-1183,FIR-2021-1183,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2021,Durg,Durg,Durg Sadar,OPEN
CASE-1184,FIR-2022-1184,Extortion,Threat and Extortion Racket in Siliguri,IPC 384/386,2022,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-1185,FIR-2021-1185,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2021,Kolkata,Kolkata,Park Street,CLOSED
CASE-1186,FIR-2021-1186,Theft,Serial Asset and Vehicle Theft in Varanasi,IPC 379,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1187,FIR-2023-1187,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2023,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-1188,FIR-2021-1188,Extortion,Threat and Extortion Racket in Varanasi,IPC 384/386,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1189,FIR-2021-1189,Cybercrime,Digital Identity Theft and Financial Scam at Bilaspur,IT Act 66D / IPC 420,2021,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1190,FIR-2024-1190,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2024,Kolkata,Kolkata,Park Street,CLOSED
CASE-1191,FIR-2021-1191,Forgery,Forged Documentation and Property Fraud in Bilaspur,IPC 467/468/471,2021,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1192,FIR-2022-1192,Robbery,Armed Robbery Incident at Pune,IPC 392/397,2022,Pune,Pune,Shivajinagar,OPEN
CASE-1193,FIR-2022-1193,Forgery,Forged Documentation and Property Fraud in Ahmedabad,IPC 467/468/471,2022,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1194,FIR-2021-1194,Criminal Intimidation,Intimidation and Witness Tampering at Lucknow,IPC 506,2021,Lucknow,Lucknow,Hazratganj,OPEN
CASE-1195,FIR-2021-1195,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2021,Kolkata,Kolkata,Park Street,OPEN
CASE-1196,FIR-2022-1196,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2022,Mumbai,Mumbai City,Colaba,CLOSED
CASE-1197,FIR-2021-1197,Murder,Targeted Homicide Investigation in Bilaspur,IPC 302/120B,2021,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1198,FIR-2022-1198,Extortion,Threat and Extortion Racket in Bilaspur,IPC 384/386,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-1199,FIR-2024-1199,Forgery,Forged Documentation and Property Fraud in Raipur,IPC 467/468/471,2024,Raipur,Raipur,Civil Lines,OPEN
CASE-1200,FIR-2024-1200,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2024,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1201,FIR-2024-1201,Fraud,Commercial Fraud and Embezzlement Syndicate at Bilaspur,IPC 420/406,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1202,FIR-2021-1202,Theft,Serial Asset and Vehicle Theft in Durg,IPC 379,2021,Durg,Durg,Durg Sadar,CLOSED
CASE-1203,FIR-2023-1203,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2023,Mumbai,Mumbai City,Colaba,CLOSED
CASE-1204,FIR-2021-1204,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2021,Kolkata,Kolkata,Ballygunge,OPEN
CASE-1205,FIR-2024-1205,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1206,FIR-2021-1206,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2021,Kolkata,Kolkata,Park Street,OPEN
CASE-1207,FIR-2021-1207,Theft,Serial Asset and Vehicle Theft in Varanasi,IPC 379,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1208,FIR-2023-1208,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2023,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-1209,FIR-2024-1209,Burglary,Nocturnal Commercial Burglary in Nagpur,IPC 457/380,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-1210,FIR-2022-1210,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2022,Pune,Pune,Shivajinagar,OPEN
CASE-1211,FIR-2023-1211,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-1212,FIR-2024-1212,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2024,Pune,Pune,Shivajinagar,OPEN
CASE-1213,FIR-2022-1213,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2022,Delhi,East Delhi,Preet Vihar,OPEN
CASE-1214,FIR-2021-1214,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2021,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-1215,FIR-2022-1215,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-1216,FIR-2022-1216,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2022,Delhi,South Delhi,Hauz Khas,OPEN
CASE-1217,FIR-2021-1217,Cybercrime,Digital Identity Theft and Financial Scam at Bilaspur,IT Act 66D / IPC 420,2021,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1218,FIR-2023-1218,Burglary,Nocturnal Commercial Burglary in Siliguri,IPC 457/380,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1219,FIR-2024-1219,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1220,FIR-2022-1220,Assault,Physical Assault and Grievous Hurt Case at Mumbai,IPC 323/325,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-1221,FIR-2024-1221,Murder,Targeted Homicide Investigation in Ahmedabad,IPC 302/120B,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1222,FIR-2021-1222,Cybercrime,Digital Identity Theft and Financial Scam at Ahmedabad,IT Act 66D / IPC 420,2021,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-1223,FIR-2023-1223,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2023,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-1224,FIR-2022-1224,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2022,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-1225,FIR-2024-1225,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-1226,FIR-2023-1226,Fraud,Commercial Fraud and Embezzlement Syndicate at Raipur,IPC 420/406,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-1227,FIR-2024-1227,Criminal Intimidation,Intimidation and Witness Tampering at Varanasi,IPC 506,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-1228,FIR-2023-1228,Murder,Targeted Homicide Investigation in Siliguri,IPC 302/120B,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1229,FIR-2023-1229,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-1230,FIR-2021-1230,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2021,Kolkata,Kolkata,Burrabazar,OPEN
CASE-1231,FIR-2022-1231,Robbery,Armed Robbery Incident at Durg,IPC 392/397,2022,Durg,Durg,Durg Sadar,CLOSED
CASE-1232,FIR-2024-1232,Forgery,Forged Documentation and Property Fraud in Pune,IPC 467/468/471,2024,Pune,Pune,Shivajinagar,CLOSED
CASE-1233,FIR-2023-1233,Assault,Physical Assault and Grievous Hurt Case at Pune,IPC 323/325,2023,Pune,Pune,Shivajinagar,CLOSED
CASE-1234,FIR-2022-1234,Cybercrime,Digital Identity Theft and Financial Scam at Pune,IT Act 66D / IPC 420,2022,Pune,Pune,Shivajinagar,CLOSED
CASE-1235,FIR-2022-1235,Murder,Targeted Homicide Investigation in Durg,IPC 302/120B,2022,Durg,Durg,Durg Sadar,OPEN
